date,benchmark,医药商业,航天航空,商业百货,化纤行业,银行,家用轻工,医疗服务,房地产服务,包装材料,珠宝首饰,煤炭行业,仪器仪表,装修装饰,医疗器械,农药兽药,纺织服装,通信设备,保险,石油行业,文化传媒,中药,造纸印刷,游戏,食品饮料,交运设备,贸易行业,采掘行业,化学原料,装修建材,橡胶制品,汽车服务,环保行业,专业服务,教育,化学制药,航空机场,塑料制品,工程咨询服务,贵金属,汽车零部件,铁路公路,家电行业,光学光电子,船舶制造,农牧饲渔,互联网服务,小金属,通信服务,公用事业,物流行业,软件开发,有色金属,生物制品,工程建设,综合行业,房地产开发,钢铁行业,航运港口,水泥建材,燃气,专用设备,酿酒行业,化肥行业,化学制品,通用设备,旅游酒店,计算机设备,电力行业,美容护理,半导体,光伏设备,消费电子,电子元件,风电设备,电机,非金属材料,工程机械,多元金融,证券,电网设备,汽车整车,玻璃玻纤,能源金属,电子化学品,电源设备,电池
2025-09-10,1.166311103334329,0.9223141461041098,0.9863787946525137,1.0022026487453124,1.0847774208760341,0.9790884706991344,1.078070173297802,1.10085846104215,0.9204078701079149,1.0437405159667155,1.1849146645944528,0.8380977408422288,1.131420521340021,1.0487177839747157,1.0370422153631276,1.0921707610238836,1.0245986057168313,1.163203095620063,0.8335748452489118,0.925259264435492,0.9291613915058154,0.8568588120980233,0.9702575295855594,1.2046147650818755,0.9746483118992113,1.0904782453952144,0.9513235238886847,1.0736569122187172,1.0481262513205631,0.9975549089073183,1.0467815687405244,0.9341879188143813,1.0255857380779159,1.0313114215514279,0.8776692385506569,1.1195397378121004,0.8113639243241987,1.2727103763266103,0.9761267542871805,1.4820699478630437,1.2234789452288246,0.8681205299909563,1.0532995534983578,1.0409586801229238,1.071133096159493,0.9576711618024882,1.1238342475514855,1.311575510388414,0.936883408331272,0.8640144221714791,0.9677629926322169,1.0171956057269098,1.1507369271472627,1.1437436189915442,0.976110296633244,1.0444170162917983,0.8844650098467973,0.9738256005351058,0.9331948555061431,0.9989407887256442,0.9116849881006222,1.1567903628592038,0.8304939056038689,0.9432850079819682,1.0735166937219038,1.268336756390003,0.9715715405655252,1.0505491865703,0.9157055314960137,1.1207374297533201,1.0672274257259127,0.8627814293756548,1.1244091926088138,1.2358730218498641,1.0462729176455887,1.1625732688164103,1.1472970168900845,1.197227349415546,0.9138310477338225,0.9042976756856017,1.0583289808593406,0.9304143580388168,1.1353287191001977,1.0338417170503489,0.9913147257678178,1.4001433580085365,1.2299659722461884
2025-09-11,1.1983791022979235,0.9017429658418153,0.9768236437854508,0.9797206456423001,1.064353046143641,0.9556114811082946,1.049794214784173,1.0705656601047675,0.9070181331260297,1.0176125299618484,1.1384201896696988,0.818098468482362,1.115063074740308,1.0387891140591266,1.0206349482548598,1.0680110205909896,0.9984399755094249,1.1790594256896576,0.8234959943989504,0.9013294931687476,0.9049772622296589,0.8364140211112793,0.9484751592612723,1.179918814076707,0.9473374838385084,1.0665160253389823,0.9333391125476278,1.0378534081064965,1.0257368850141964,0.9734240942898381,1.0327819196792265,0.9182027444861423,1.0112670639038952,1.0194603206228772,0.8580424753490351,1.0922927754242462,0.7906869750248674,1.2526472995464215,0.9598308064978605,1.4184770665502127,1.2092710584482889,0.8455294435404449,1.0342464484811926,1.0370768759448705,1.0549280298197974,0.9443836126410599,1.1177958377967303,1.3094722617322927,0.9236570570207784,0.8447828051894641,0.9489615157442952,1.017173585072536,1.1378853383365213,1.1228755030455346,0.9640409154535088,1.0233697250608005,0.8693143511726972,0.9553918336562003,0.9124855914572753,0.9779377357050679,0.8901590693631032,1.1465773022330956,0.8131495833443015,0.9226649382362797,1.053102405136078,1.2571649336610993,0.9407888072529356,1.0467750698339477,0.8977604265845677,1.0985875134741545,1.086722532845179,0.8505330329565621,1.1279116229396675,1.2612977038670383,1.0295613354920914,1.161272546558075,1.1408453035717034,1.1772518348813243,0.9065576521185267,0.9073388933480485,1.047404016202552,0.9107888360989642,1.1360907046474882,1.0110360596188015,0.9966200457525233,1.401420861051106,1.2109512111824108
2025-09-12,1.2025920230431932,0.8969732287369405,0.9703443615561012,0.9688569880924924,1.0562170369445023,0.9388833464065458,1.0337803305154885,1.0759756984319495,0.9203300179052616,1.0088820737671704,1.1390661897898002,0.8193979408161788,1.1101486032862224,1.0343727076297498,1.0181550072863268,1.0614741689415028,0.9897444491023359,1.1701657747824332,0.806752651710246,0.8935891863038554,0.9046303957042235,0.830279836250604,0.9434301575944568,1.1626198998531767,0.933247990723882,1.0613699259437381,0.9345697606708199,1.0337410052763045,1.0190663007943146,0.9672820734957813,1.022336218467223,0.9196086002975858,1.003923184319863,1.013653994389032,0.847575883249228,1.0959689237732313,0.7906058550549879,1.2474897397981946,0.9637006366022443,1.4360956602967951,1.1973557820119214,0.8411230957617604,1.0241725000296575,1.0297926641082027,1.047859056736907,0.9409481889961228,1.1175746650571416,1.3260983509288107,0.9219654023760046,0.8454268039806171,0.9456483813791252,1.008257379167368,1.1644349388949888,1.1252355064508581,0.9715816815509365,1.0197798346060445,0.8807101392500075,0.9694813683922878,0.9103359234096817,0.9796739960322078,0.8863909604695744,1.1375708001824512,0.8016815605082457,0.9267745447863164,1.0437166364059522,1.2451555495557116,0.935740142587645,1.0442187158975935,0.8933077129469349,1.0848623612063497,1.1042583185135422,0.8408755717460922,1.1178313352842648,1.260724028178444,1.0219979539544233,1.1569303400882927,1.136082594623224,1.166478369212409,0.9004820378141423,0.8926358925924469,1.0400156353998755,0.9043003668272657,1.1175914073358562,1.018090082313865,0.9970030533194533,1.3840414336909288,1.1998403302928413
2025-09-15,1.20084393013012,0.8957957539533503,0.9600964986972066,0.9676317575973269,1.0591164598889702,0.9317459654760345,1.041373651447736,1.08391047866382,0.9230881631722978,1.0040978609498261,1.1213642613304553,0.8285305550555769,1.108206264737326,1.0408048960504972,1.0166643406552258,1.0639786706271155,0.9874904915033442,1.1635684726011286,0.799328993817479,0.8959719129004129,0.9054380478546705,0.8269559206703814,0.9441823925160698,1.2049334284193967,0.9364280748314787,1.0576413096407535,0.9356706871175702,1.041995837594684,1.0193611835692125,0.9703425098623847,1.016630246497535,0.9204082302007255,1.0026719587797255,1.0225278499608894,0.844536910702016,1.0980083860454544,0.7881155957500391,1.2483694445875284,0.9704033356847346,1.4131882321074967,1.2133184250580191,0.8390761561295451,1.0254776704322435,1.0322114117375878,1.0398802375530496,0.9545716917277454,1.1148606911450005,1.3078570005149932,0.9196460222307301,0.8433321366677352,0.951129501026359,1.0011508193235952,1.1542568394637718,1.1255668066881046,0.977954483562506,1.0106010420649492,0.8862825693950092,0.9652347343694552,0.9133816065527082,0.9854102671182019,0.885255655111996,1.1376639196212555,0.7970986589329313,0.9232404856101533,1.0404212332488252,1.2465794835022774,0.940924274514748,1.0366353105359827,0.8939903413155696,1.0869716340967164,1.1093510253126269,0.8417970712721475,1.1185347102022543,1.2522103744187776,1.0204309455410818,1.1711670759832489,1.1310888550956957,1.1684186395845002,0.8999903337258014,0.8905152970631095,1.0409864756112799,0.9168843576232789,1.1187481238817787,1.0203943599436234,0.9863334632980569,1.403217861178655,1.2079725334628353
2025-09-16,1.209867050719929,0.895780377656512,0.9561970004760403,0.9702710226766006,1.0569849837487266,0.9188830202719712,1.0476466976920022,1.0894113251930468,0.9415927302142193,1.0039386007935376,1.1156515570479637,0.8274080520909098,1.1207571010496955,1.047526863118899,1.0187525829791884,1.0604696241446563,1.0008098391806475,1.1710546399884911,0.783796793034968,0.8917183372980523,0.901579245070121,0.8263729822751193,0.9409698484356666,1.2028939674244867,0.930247047243422,1.0649640267690303,0.9411274372152711,1.0272814213177743,1.0119186901008341,0.9749395463609734,1.014016912964483,0.916342356820404,1.002757841336782,1.0169650251610756,0.8468408942972144,1.0901025538915219,0.7929563542469995,1.257323993290535,0.9757931676757715,1.4174138951448019,1.2423047843376989,0.839531943592318,1.0348687785241921,1.0401944075840357,1.027760612692736,0.9412524045822306,1.1256794284736729,1.283673933392199,0.9287735140420748,0.8418674648298773,0.9662884198271795,1.0083960673665526,1.1422429949506112,1.1157084165461542,0.9799388152879125,1.0148964983643647,0.8924998374493909,0.9599469062772444,0.9186876192034001,0.9767099789831393,0.8829077272895437,1.1448563617006569,0.7974368034234992,0.9220121321976023,1.0372316015480953,1.2620317302784891,0.948115594352405,1.051494927977414,0.8845321008380815,1.0829108823327103,1.111323418607077,0.8392307515171508,1.133703112215531,1.2632445164054908,1.013516628668101,1.2053930328511835,1.1185783543088748,1.1764105468785464,0.9128795303666393,0.8886944393740923,1.0460787949903232,0.9089991094545308,1.1148837619718908,1.0031439906458581,0.9812243844786799,1.3917673577417347,1.1979700266525324
2025-09-17,1.221484549819804,0.8839631412144159,0.9493352816420707,0.9467960287141926,1.0383490554345545,0.9074805373256504,1.034421727978238,1.0717233086823201,0.9313500179819761,0.9935509768220159,1.0930597129421937,0.8287584452138451,1.1201641475857553,1.0391218666449256,1.005318012307993,1.0434452518441448,0.9883061360894712,1.1681520449079181,0.7756505434082306,0.8820565091068288,0.8851153100775015,0.8162729356068236,0.9394276757173395,1.2039075816301237,0.9120558338600055,1.0636993781083193,0.9306871511465843,1.0270921790444938,0.9998434752618233,0.9699267466707102,1.0101668546316591,0.9063481389611924,0.9903963360570792,1.0079588395328603,0.8299818865315638,1.07166103028037,0.7967054063118358,1.2561632296122136,0.9608482871755537,1.367387417381921,1.2493313333619394,0.8294462002799708,1.0368959425229394,1.0517513869506365,1.0142645897304732,0.9235926843862017,1.1129315420759822,1.284202528766223,0.9287317581878038,0.8340991043481638,0.946433746820498,1.005402948753845,1.1433688549023,1.097526562587344,0.9767234613549176,1.0017779651742755,0.8884609401808997,0.9500958173349391,0.9115943102486109,0.9615228541954964,0.878099185550893,1.1428882748732594,0.7817238729078684,0.9016025797399803,1.0297502543272983,1.2601413063340543,0.9256216656703941,1.048903123931416,0.8810714489428728,1.0686912106481092,1.114440340979343,0.839303296943741,1.1421858831779428,1.262895381530421,1.0293104411738858,1.2188085522527505,1.1131567804340028,1.1830447914208644,0.9359028220210622,0.8884016689103346,1.045156651488055,0.9008557483111289,1.0970641029449497,0.997865109970847,0.9920639723140633,1.3732697215102172,1.1981884407001036
2025-09-18,1.2113627721826064,0.8976806535460131,0.950340666864124,0.9396325018030777,1.0396678471519976,0.897753525280935,1.019134907568637,1.0636239469834219,0.9069940750114017,0.9879645514817981,1.0755790028718277,0.8150714142432384,1.1170370963658662,1.038349533690054,0.9961117937237414,1.0383833434847392,0.9850488442008173,1.1711611163710745,0.7648227308130401,0.8706565678795749,0.8728747603525574,0.8139176879247576,0.9349604155956039,1.1883698498810198,0.9064393830021559,1.0559610606636638,0.9207794920285128,1.012235731920732,0.9868832422362519,0.963497004771312,1.014292812202611,0.9614921388111474,0.9832795517134358,0.9998210517858681,0.8254295601368136,1.0723225768567137,0.7874935430378384,1.2554352446013795,0.948321534172742,1.313009621342453,1.2480735154572715,0.8224253332037361,1.0348096908615334,1.0557564845331981,1.0181407696170603,0.9125729763437858,1.100104751305686,1.2536478737903116,0.9249702842948188,0.8280380675498706,0.9420322647401056,0.9942459909818168,1.113314541484098,1.1008995050762111,0.9735313235565046,0.9896188920788985,0.8781783681326131,0.9396325693961629,0.9026719072362362,0.9535688234170232,0.8701916231639231,1.1405766515150422,0.7737218211842549,0.8895710254957183,1.0217722838788301,1.2599243234299968,0.9525175964846735,1.0467509384245985,0.8731736175370195,1.0506386736219715,1.1283487821601308,0.8285411666233853,1.1447825931227311,1.2709765233094041,1.0458984503290947,1.2201855927668726,1.1185747830463653,1.185313114340175,0.9130443141394285,0.8682356028022946,1.0400528322698626,0.9019899696916767,1.0984670400168763,0.9718130687863902,0.9987691334834045,1.3565363145201312,1.190136109252664
2025-09-19,1.206394419562486,0.8822451214609288,0.9658221398706215,0.9373422561653715,1.041464340205538,0.9027146140618528,1.0294484273521634,1.0507143385420936,0.910061482985867,0.987553409987597,1.084501664376201,0.8333912362702692,1.1086309448855736,1.0413272053293965,0.9896233833877182,1.0437716494159706,0.9943689652576794,1.1741968099016944,0.7610229018052453,0.874993734531148,0.8801993078541022,0.808981452595801,0.9275215288855571,1.1834316049916491,0.9061381304168364,1.0482277222105836,0.9219665655225844,1.021348540199417,0.9928358246392992,0.975261196936709,1.006652982046491,0.9315846696500205,0.9802203636220224,1.0032670856351398,0.8486666192802856,1.058706455927088,0.7928998378777545,1.2418606329871007,0.9467627231202852,1.3273737137222374,1.2294590338536358,0.8218471379265201,1.0347295578983382,1.066856333588161,1.0068744916174441,0.9146400650526666,1.0968224538791114,1.2553342354147519,0.9234339377972689,0.8281435048266266,0.9570237937494479,0.9850354882577428,1.1192568951705757,1.0878629203243868,0.9706875764193712,0.9865395183448477,0.8788320988977064,0.9416529703200375,0.9142129918263867,0.9643756339206926,0.884588721684594,1.1347642500303254,0.7797714919486761,0.892887374950438,1.0264801621333097,1.246624662193635,0.975769997049807,1.0451867476649814,0.8722262366513248,1.055417557354638,1.1255596756035948,0.8255054704949322,1.1391729623850047,1.2701543543308373,1.0473407717308167,1.1792137780950152,1.1235246233969292,1.208678022003531,0.8978195915198368,0.861501813350167,1.0417390296589715,0.8988983703772274,1.0974090534788634,1.0071886234877843,1.0216146658929375,1.3619261294609966,1.1808042296631045
2025-09-22,1.2156110249309313,0.8677492758317819,0.962135889938863,0.9166497912037597,1.032895588826285,0.8872027413124733,1.011203814039526,1.0377766285411327,0.8934559285030966,0.9822978801558983,1.0771962659835081,0.8197125641475826,1.103791274187921,1.0258396436802535,0.9776404234937544,1.0232909724612371,0.9777136140217199,1.172853459798794,0.7549350181069939,0.8623723248744437,0.8629551207311195,0.7980725650595522,0.9082549807727854,1.1679757630871108,0.8872569627737977,1.0323713833841077,0.9148749908737304,1.006325474308003,0.9736099025889686,0.963095778603842,1.0002158936007806,0.908812011515045,0.971959717723426,0.990101128928066,0.8316542360888852,1.047765381279836,0.7831901010236962,1.2389753784323196,0.935958897726711,1.3992941357885424,1.2329259971482562,0.8105103702005657,1.0273189304241714,1.0654974645424196,1.0133150051396547,0.8990840311252801,1.0992300520642282,1.24472598091014,0.9327141835500341,0.8262394539902644,0.940912940231171,0.9867928540370158,1.113456160079955,1.0794482499997229,0.9533208867625599,0.9730771114121289,0.8665943744449657,0.929134309862983,0.8949235889973746,0.9442294453086527,0.8774347498225541,1.1339263007724425,0.7624460921254904,0.8716311902320321,1.0132461381456277,1.2463286410997556,0.9378870761638488,1.0471435856933986,0.8604764613918263,1.0422938668784578,1.145550009776255,0.8084551532997715,1.162213141076728,1.2708194346962676,1.0321290879739462,1.1747284358906447,1.1134605344235764,1.1851938250547895,0.897515488881459,0.8637496776128857,1.037073396902471,0.8926966140732248,1.0905297495593134,0.9810138276896184,1.0214063323548472,1.3636126398223252,1.1829169161470345
2025-09-23,1.208137465046551,0.8650465947255661,0.9571614555947888,0.9031325927332063,1.021094250241189,0.9039771589155396,0.9942017420129302,1.0142095876510175,0.8670677089183054,0.9676755185470406,1.0726676195398082,0.8250340924370045,1.0878777195856335,1.015399030929726,0.9655459540852516,1.0135350342966951,0.9764684119535956,1.1644481060209821,0.7609519937570882,0.8575945889287118,0.8550430248734752,0.7921694587085465,0.8983338509353478,1.1582243732983506,0.8814411212346621,1.0270395149652576,0.9016049473416375,0.9957187096399188,0.9625346382634261,0.9568192257761097,0.9890503493608385,0.8901871079450481,0.9717110627865059,0.9817134758431336,0.8155196921462221,1.0318994319085664,0.7794975034614083,1.2291838245740943,0.9300536316768756,1.4181580899613266,1.2408655710307288,0.8118049629239014,1.0241175973952823,1.0548752428181003,1.011394015861267,0.8927640929756117,1.077442553882118,1.2159275429352188,0.926582799610305,0.8349200041549469,0.9374100553965087,0.9662614325099171,1.104600087684293,1.061181242024058,0.9573453887813184,0.9523878971575264,0.8530318055643656,0.9178365471112953,0.9124361174641451,0.9415274457153882,0.8828695009668965,1.1262971316914456,0.7591454277254874,0.8629355408460853,1.0037979128230525,1.2333380450074303,0.900069478506048,1.0322544984708273,0.8641129599989137,1.0341536592885037,1.1653882610627846,0.8032243404648651,1.1506523837621863,1.256434471861042,1.0414648655616525,1.1836916189340347,1.1049181423946746,1.1793136198538088,0.8828798640631634,0.8544884678551968,1.041058467210219,0.8928074459581018,1.0721020339476341,0.9706591540825494,1.0360356587187813,1.3710041551791077,1.183309270643716
2025-09-24,1.2321968766509268,0.8543521411650377,0.9489225732183242,0.8927212724344927,1.0088742571245788,0.8855945705112572,0.9797378752344523,1.0095402927589827,0.8747081704683962,0.9548924918498846,1.0558725037181353,0.8100980740737306,1.092758368699341,1.0143976899821883,0.9656351560466575,1.007983312640592,0.9683044152006047,1.1538529268851163,0.7469087292716572,0.84976360754771,0.8510963337685279,0.7851356447402938,0.8932463852016,1.171192096995079,0.8714475645649977,1.0193952229904757,0.8961542945865579,0.9997244199475616,0.9633679554887107,0.9510464105945137,0.9821873706912501,0.8770773308801152,0.9721117480851915,0.9777923224269672,0.8072823535204658,1.0311027640057504,0.7682693679460919,1.2260756174973104,0.9281162628279258,1.4013937104137226,1.2219882636336008,0.8037781802685728,1.0161181437448994,1.058042330629962,0.993339208302684,0.8830055127552231,1.0790619526632936,1.2133382401889834,0.9205066172859341,0.8323652632183336,0.9238579738396528,0.9697220432623055,1.0975338382535176,1.0583731586139933,0.9451367120499937,0.943570559587781,0.8526794763160203,0.9097635173531539,0.8977538255965278,0.9331575843816524,0.8770093535382887,1.1259412402136248,0.7477496528573023,0.8568726609824291,1.0065684162288882,1.2256514729663126,0.8760603920449729,1.03560310581342,0.8526602158781861,1.0269813266182393,1.1933777550747042,0.8120343785342155,1.1423625067440064,1.2445271813361236,1.0364720662935045,1.1667325189208269,1.108819727833942,1.1689732124582766,0.8735067831983445,0.8473087295828414,1.031125017391748,0.8808027033768872,1.069274009202276,0.9802520360970371,1.072372815877553,1.3522187600438351,1.1916138182410847
2025-09-25,1.2351597174785707,0.8442783025365328,0.9349314481391034,0.8829404286317251,1.0011888899230066,0.874855916129377,0.9747654034235385,1.0046166606671862,0.8590398069442852,0.9440278476531614,1.0338739883092138,0.8022378576533242,1.0779471199708093,1.0047668241232994,0.9605952374930474,0.9979297564791897,0.9562658628236832,1.153555111114749,0.7415231807973923,0.8426524461134636,0.8520765704021146,0.7776287790227892,0.8878962579134974,1.195344914621752,0.8629891306386561,1.0047703174215137,0.880565078849293,0.9873052763417441,0.9500074850232999,0.9380142756524844,0.9667945972455593,0.8607170672979891,0.9591370026030395,0.9762879515762641,0.8085676182099336,1.0206974147758912,0.7640790253645297,1.2116349970085838,0.9176211264646033,1.3649253906095855,1.2048916274991954,0.7942290807819076,1.0026956152964168,1.0444913767516633,0.9788978928893215,0.8719457782091768,1.0845391967816493,1.2191955958689857,0.9109204505545977,0.8222284816678805,0.909772934864421,0.9685870203471219,1.1030154649105288,1.0499349025487152,0.9361429887261292,0.9324409530621974,0.8399369251283259,0.9050288356663644,0.8776923762875578,0.9249068747208519,0.859181310676744,1.1162171417830147,0.7401678306203282,0.8493127733339477,0.996354894817599,1.2169934271213756,0.8723359453412767,1.037191187837343,0.8460150360666692,1.017326745168263,1.1862872159615463,0.8111222987331151,1.144197943503276,1.2310725269209313,1.0436486872171047,1.1533897928730508,1.0920193890294858,1.1465767367369886,0.8671326392553115,0.8415011349912772,1.029650817657334,0.8733763141228046,1.0668798784396627,0.9891426832688642,1.0627721618632626,1.3747689655774114,1.1775454992332046
2025-09-26,1.2182659725890925,0.8501180309610858,0.9538909381919793,0.8895579199791332,1.0394788490671643,0.8890442009131726,0.9822743662472758,0.9967143415131922,0.8673614836529778,0.9531773821639609,1.0467177055156445,0.8139454613542009,1.0741293179683957,1.0220814185154534,0.9645431824570001,1.0206173019645042,0.9684660560821897,1.1434391567398225,0.7595399537810641,0.8580820546119092,0.8545802136634496,0.784858965323688,0.895259543044171,1.1688894445807199,0.8754508221613712,1.0158186931912458,0.8877795936376898,1.0089508477715439,0.9630211813770707,0.9505350464000651,0.9712447205410203,0.8694636402522756,0.9728209207975287,0.9839780395848079,0.8171258701926015,1.0185765120171442,0.7763768515186542,1.2190694408555323,0.9343308085386829,1.3821068633741307,1.215676384008984,0.8077414771188631,1.0082791705174463,1.0375833357943722,0.9925416630315219,0.8884293418980438,1.0723895183578898,1.2232967577225935,0.9068879407092695,0.8319219698387149,0.91791793068879,0.9600939106305872,1.1183756409511583,1.0483599699309738,0.9528290708567767,0.943094888904691,0.8512646994569208,0.9182255983197302,0.884447354514526,0.9364660760638285,0.8692971786692184,1.1151144638628876,0.7506550832464082,0.8701439586570833,1.0109459905100215,1.2152828872865409,0.8697341231327226,1.0322211313624885,0.863010049324595,1.0287079127279029,1.1883701772325503,0.8201340087758552,1.1233613441808041,1.2158691663295744,1.089609241634308,1.1537542040108182,1.0892273849301022,1.1596494727753206,0.8733337409680255,0.8505285985878945,1.0388909643391022,0.8874641384341057,1.0711079074437486,1.010131205864281,1.055173095546472,1.366803322025947,1.1828808758936005
2025-09-29,1.2367143256130073,0.8358967557970685,0.9447720166462206,0.8773223886754484,1.0210665775699872,0.8743129446767444,0.9674704017439356,0.9844654545308777,0.85502235812747,0.9415838168370827,1.0301774356833102,0.7971525909396355,1.0678882744063605,1.020365651278089,0.9546149728307023,1.0155560237812489,0.957595909108135,1.131264798485544,0.7622000743489108,0.8503174973252623,0.842255592877349,0.7734908188462027,0.8897505117739022,1.1536169985506546,0.8604461460497423,1.0060969041080183,0.8826471416632378,0.9990382951232689,0.9639325374026012,0.9485446701324494,0.9649348039741255,0.859902123411905,0.9713868973604362,0.9693789681250634,0.7909261130453504,1.0033201364423499,0.7670762911083716,1.2136741718217379,0.9269379865956892,1.410872579070047,1.2084771412576996,0.7994309693083568,0.9982239186971942,1.0233473978115275,0.9778752986518632,0.8727136769489965,1.0667768548317473,1.2232216468156194,0.9003509253843952,0.8285326461525104,0.9055723808070103,0.957412184736284,1.1267695193410077,1.0366076291870483,0.9445935772343825,0.9382208340510229,0.8473849946239524,0.925683266279962,0.8712901566074165,0.929203981562537,0.8667287294495037,1.1074877406154717,0.7466759373726944,0.8664262749970224,1.0114878404813505,1.2080772113595741,0.858915180973893,1.028474086379173,0.8533476832830601,1.0151727306576017,1.1824405472569333,0.8217612578551603,1.1241257485828384,1.2143362241828395,1.085988231156059,1.1501534652549346,1.0933847006274608,1.1582373025565265,0.8800451398280151,0.8748461155025652,1.0323839397381094,0.8796272879640981,1.0576188214929274,1.0394504134521907,1.0454780616786175,1.3692894761981966,1.2118264467928705
2025-09-30,1.24711371184564,0.8278608126267638,0.9605942096275701,0.8710196979190347,1.0057300021718922,0.8585774645816598,0.9594955429827807,0.9896115191711623,0.8516121501732862,0.9294068328658283,1.025335533278989,0.7896231036867725,1.0540315159018352,1.0190698477678857,0.9569712050376318,1.0184691516771904,0.9441891671093883,1.1232531179355618,0.7486177247537015,0.8421744775846032,0.8374166353464322,0.7669388831837126,0.8815870944254456,1.1431954527191586,0.8525568737438747,0.9977801187496725,0.8800433764116029,0.9980916466295708,0.960149283922728,0.9396302848635618,0.9604065349174771,0.8470418713777407,0.964761876602829,0.9640343169733591,0.7837090646496377,1.0032180924952339,0.7664444953473175,1.1997243400750468,0.9254357748593546,1.4167243844280808,1.1940300352842328,0.7922605902561197,0.9876271873619955,1.0188527205208526,0.9838151361126014,0.8654777373130814,1.0704412664927716,1.245854392600672,0.8986327165558464,0.8128346120111941,0.8943923842045818,0.9591006998650563,1.1425824213760056,1.03714281466303,0.9366572017371135,0.9267743257768585,0.8499134705320872,0.9287745827877139,0.8635134570599498,0.9253260801454234,0.86226624414631,1.0989953020774994,0.7352477414515469,0.8690241282107876,1.0085222117396948,1.192004640906913,0.8461730858626885,1.023608913002062,0.8452451567673197,1.013610496932803,1.2019512193816924,0.8272197117165226,1.115429565306108,1.208631422700537,1.0704522311469378,1.1358195092038272,1.0911806249058724,1.151730901294763,0.8673382281930613,0.8624999913052727,1.0298014296399356,0.8837997784488121,1.045960204031187,1.0832144374650343,1.0475430218572699,1.3822465690098242,1.2247200601511592
2025-10-09,1.270087926213315,0.8148869357093634,0.947326302731856,0.8487324983527087,0.9996482025260922,0.8424880107072737,0.9454843922480418,0.9726369256871438,0.8165504228979618,0.9220723063014347,1.0247380418246899,0.7969244349446467,1.0455868769911438,1.0028293620836257,0.9434118219403365,0.9956534823616509,0.9242375123925755,1.1137829260956755,0.7365414061836068,0.8400090961331826,0.8116899681548602,0.7541674935599234,0.8688589306983288,1.1123614197752272,0.8357368768304672,0.9849769681044589,0.8718182278842579,0.9975791675771766,0.95434539915164,0.9228135541376092,0.9464659851970612,0.8364096253778829,0.9524758131027786,0.9531192529641721,0.7589587821574509,0.9828092865726373,0.754229723154948,1.1827660667722573,0.9073422451250174,1.5087434323045021,1.1679967570329943,0.7780026533612124,0.9658611991826157,1.0040295254303964,0.9773895536409182,0.8495079843586677,1.059721689501263,1.284637228977207,0.8821948472033,0.7996127747277868,0.8816052690571633,0.9477045631275207,1.1758986172817616,1.0123149500523676,0.932003909936728,0.9118375118800615,0.8286327647833887,0.938943327460669,0.8492432336949031,0.9220458968677981,0.8599895145085673,1.090339911457727,0.71393318419338,0.8748248747460448,0.9957136888511815,1.1838971311277013,0.805239693289412,1.0194042098541487,0.8507424642838594,1.0030318453621496,1.206129595641831,0.825552270216883,1.1045214249292925,1.198375330982724,1.086715120337711,1.125106091480015,1.0986202070429865,1.135731674349373,0.8524252461524239,0.8531369555853789,1.0280947428444338,0.8677329960237725,1.0211549477887187,1.1288172458069898,1.0388135202347553,1.3824412951358391,1.209679640734458
2025-10-10,1.244733007830242,0.8328624820538908,0.9613691434650958,0.8743363305205593,1.0331833564883117,0.8654871505130253,0.9722645105995912,0.9740693952270314,0.841663421492547,0.9473342224097394,1.0394494343558531,0.8299399826626204,1.0572045484498842,1.037501266386622,0.9591841321409513,1.031875998003728,0.9581634889600606,1.1149124408404856,0.7566733120651924,0.8653461092020293,0.8224141151906058,0.7777579696413865,0.8888918295468325,1.1177772383867794,0.8640145547959794,1.0119419338554534,0.8855622230567389,1.0176169803060542,0.9791088897070443,0.9531153747124813,0.9702221205876546,0.8670067110760553,0.9791664358141408,0.9731185555230104,0.7731654018184797,1.0016641259455263,0.7703835515496777,1.2070887262701908,0.9290102156590325,1.479941301299265,1.1898817195652216,0.8042769765401305,0.9871551405634834,1.007631556354702,0.9971308194992095,0.878585554043604,1.0605234058328805,1.2750764875544454,0.8928854342266499,0.8351300954003248,0.9069934388542207,0.9469325832632347,1.1863615520013748,1.0177692233927318,0.9587938959539134,0.9260567155257005,0.8538026111090166,0.9707403386783697,0.8813699469516912,0.9658973242901424,0.9008008560688663,1.1075265248634214,0.7312084226346667,0.9034976032750004,1.0176108214598176,1.2011353229914408,0.8239091325993193,1.0261251896087642,0.8759002871156868,1.0420159899640369,1.1703818977831313,0.8172765806024566,1.1045881509569877,1.1997810976556738,1.112148580113735,1.1290133718848876,1.1115031565902647,1.1573750645760765,0.873673885896481,0.8755125677009302,1.0643127515327873,0.891732287174593,1.042694497663416,1.0959737650876678,1.0456307055174823,1.3902781915954672,1.1698062933121771
